id,title,url,time
28584425090455,💎 BRAIN量化研究顾问 - 申请流程说明,https://support.worldquantbrain.com/hc/en-us/community/posts/28584425090455--BRAIN%E9%87%8F%E5%8C%96%E7%A0%94%E7%A9%B6%E9%A1%BE%E9%97%AE-%E7%94%B3%E8%AF%B7%E6%B5%81%E7%A8%8B%E8%AF%B4%E6%98%8E,
28611992884631,【理解顾问收入计算】建议所有新顾问都来学习一下,https://support.worldquantbrain.com/hc/en-us/community/posts/28611992884631--%E7%90%86%E8%A7%A3%E9%A1%BE%E9%97%AE%E6%94%B6%E5%85%A5%E8%AE%A1%E7%AE%97-%E5%BB%BA%E8%AE%AE%E6%89%80%E6%9C%89%E6%96%B0%E9%A1%BE%E9%97%AE%E9%83%BD%E6%9D%A5%E5%AD%A6%E4%B9%A0%E4%B8%80%E4%B8%8B,
22863075241623,【学习资料】BRAIN平台自学路径图推荐,https://support.worldquantbrain.com/hc/en-us/community/posts/22863075241623--%E5%AD%A6%E4%B9%A0%E8%B5%84%E6%96%99-BRAIN%E5%B9%B3%E5%8F%B0%E8%87%AA%E5%AD%A6%E8%B7%AF%E5%BE%84%E5%9B%BE%E6%8E%A8%E8%8D%90,
29085671898775,Operator大师-用基础的operator实现复杂功能,https://support.worldquantbrain.com/hc/en-us/community/posts/29085671898775-Operator%E5%A4%A7%E5%B8%88-%E7%94%A8%E5%9F%BA%E7%A1%80%E7%9A%84operator%E5%AE%9E%E7%8E%B0%E5%A4%8D%E6%9D%82%E5%8A%9F%E8%83%BD,
26054361848343,可以尝试使用的Alpha模板,https://support.worldquantbrain.com/hc/en-us/community/posts/26054361848343-%E5%8F%AF%E4%BB%A5%E5%B0%9D%E8%AF%95%E4%BD%BF%E7%94%A8%E7%9A%84Alpha%E6%A8%A1%E6%9D%BF,
24897131810839,【论文合集】量化研究推荐论文(持续更新中）,https://support.worldquantbrain.com/hc/en-us/community/posts/24897131810839--%E8%AE%BA%E6%96%87%E5%90%88%E9%9B%86-%E9%87%8F%E5%8C%96%E7%A0%94%E7%A9%B6%E6%8E%A8%E8%8D%90%E8%AE%BA%E6%96%87-%E6%8C%81%E7%BB%AD%E6%9B%B4%E6%96%B0%E4%B8%AD,
19273239621399,【Alpha灵感启示录】合集（持续更新收录中）,https://support.worldquantbrain.com/hc/en-us/community/posts/19273239621399--Alpha%E7%81%B5%E6%84%9F%E5%90%AF%E7%A4%BA%E5%BD%95-%E5%90%88%E9%9B%86-%E6%8C%81%E7%BB%AD%E6%9B%B4%E6%96%B0%E6%94%B6%E5%BD%95%E4%B8%AD,
15152019662487,【学习资料】BRAIN小贴士(这里有你想要的硬核内容！持续周更中）,https://support.worldquantbrain.com/hc/en-us/community/posts/15152019662487--%E5%AD%A6%E4%B9%A0%E8%B5%84%E6%96%99-BRAIN%E5%B0%8F%E8%B4%B4%E5%A3%AB-%E8%BF%99%E9%87%8C%E6%9C%89%E4%BD%A0%E6%83%B3%E8%A6%81%E7%9A%84%E7%A1%AC%E6%A0%B8%E5%86%85%E5%AE%B9-%E6%8C%81%E7%BB%AD%E5%91%A8%E6%9B%B4%E4%B8%AD,
35979549343127,从100个alpha里挑10个？试试K-means + NLP这个组合,https://support.worldquantbrain.com/hc/en-us/community/posts/35979549343127-%E4%BB%8E100%E4%B8%AAalpha%E9%87%8C%E6%8C%9110%E4%B8%AA-%E8%AF%95%E8%AF%95K-means-NLP%E8%BF%99%E4%B8%AA%E7%BB%84%E5%90%88,
35951496406551,【Alpha Mining】基于 AI Agent 的全自动 Alpha 挖掘,https://support.worldquantbrain.com/hc/en-us/community/posts/35951496406551--Alpha-Mining-%E5%9F%BA%E4%BA%8E-AI-Agent-%E7%9A%84%E5%85%A8%E8%87%AA%E5%8A%A8-Alpha-%E6%8C%96%E6%8E%98,
